id,time,obs,yobs
1,0,-0.585942028077861,yAB
1,7,-0.681061133543809,yAB
1,14,0.816653271742982,yAB
1,21,1.10416614437157,yAB
1,28,1.7029295962191,yAB
1,35,1.84536855979647,yAB
2,0,-0.524464624737989,yAB
2,7,-0.291968002347575,yAB
2,14,0.816653271742982,yAB
2,21,0.965679331415172,yAB
2,28,1.73194526226301,yAB
2,35,1.66600172122142,yAB
3,0,-0.322570095772307,yAB
3,7,-0.294712657339741,yAB
3,14,1.0092078885058,yAB
3,21,1.2030789665888,yAB
3,28,1.57368233074916,yAB
3,35,1.73458362173738,yAB
4,0,-0.209938516504204,yAB
4,7,-0.728709242266239,yAB
4,21,0.712459908738945,yAB
5,0,0.0251753430294236,yAB
5,7,0.109640945510602,yAB
5,14,0.150487401809145,yAB
5,21,0.790272841298003,yAB
5,28,1.44838805416981,yAB
5,35,1.53147719506122,yAB
6,0,-0.396626682414883,yAB
6,7,-0.635568636890397,yAB
6,21,0.809695098403532,yAB
7,0,-0.269573063620851,yAB
7,7,-0.533594746140738,yAB
7,14,0.54759688076006,yAB
7,21,1.17406275992845,yAB
7,28,1.83745416083209,yAB
7,35,2.04223572110248,yAB
8,0,-0.295999457376025,yAB
8,7,-0.463252361137174,yAB
8,14,-0.0725703172075,yAB
8,21,0.358948317949392,yAB
8,28,1.43519941262092,yAB
8,35,1.52224546178274,yAB
9,0,-0.203344546630606,yAB
9,7,-0.485742430400016,yAB
9,14,0.864128856399566,yAB
9,21,1.2228602321117,yAB
9,28,1.84404902266388,yAB
9,35,2.09694115671211,yAB
10,0,0.0739977335430137,yAB
10,7,0.0858502581979746,yAB
10,14,0.877321468489213,yAB
10,21,0.899732478534271,yAB
10,28,1.75041018197365,yAB
10,35,1.77282949540988,yAB
11,0,-0.514146474416853,yAB
11,7,-0.499488607991418,yAB
11,14,-0.139164787534142,yAB
11,21,0.349332209764622,yAB
11,28,1.50738643302063,yAB
11,35,1.78039143836938,yAB
12,0,-0.0560035670822194,yAB
12,7,-0.0149711942673582,yAB
12,14,0.344089589369785,yAB
12,21,0.887512420463179,yAB
12,28,1.67620041010981,yAB
12,35,1.82919005546677,yAB
13,0,-0.298222706957353,yAB
13,7,-0.4648724100029,yAB
13,14,0.808371625613258,yAB
13,21,1.30295945676212,yAB
13,28,1.81336289904229,yAB
13,35,1.8924952351254,yAB
14,0,-0.0163406207163543,yAB
14,7,-0.566625088071829,yAB
14,14,-0.363225098756361,yAB
14,21,1.05369459290801,yAB
14,28,1.7184043235798,yAB
14,35,1.85029181080386,yAB
15,0,-0.484942392829585,yAB
15,7,-0.434116039616231,yAB
15,14,0.792554540266598,yAB
15,21,0.89674881896876,yAB
15,28,1.55354619700912,yAB
15,35,1.7118115133562,yAB
7,0,2.30391072899265,yG1
7,1,-0.424604080955328,yG1
7,2,-0.0459974597530567,yG1
7,3,1.00975629225184,yG1
7,4,0.57443141722852,yG1
7,5,0.798825270688844,yG1
7,6,-0.304029079378987,yG1
7,7,1.58424070804955,yG1
7,8,0.215059342238341,yG1
7,10,2.96879812781212,yG1
7,14,0.150668992391344,yG1
7,21,-1.0541514872401,yG1
7,23,-0.460089277943617,yG1
7,24,-0.583089720739619,yG1
7,25,-0.129828546978422,yG1
7,28,-0.569059409628246,yG1
7,29,-0.261301478804318,yG1
7,31,-0.866091862420163,yG1
7,35,-0.433940841259087,yG1
8,0,1.71862397205783,yG1
8,1,0.0994810957077861,yG1
8,2,0.568013206759304,yG1
8,4,1.10035790467267,yG1
8,5,0.832324881003632,yG1
8,6,2.55061223534876,yG1
8,7,4.67470913640572,yG1
8,10,1.11360142022168,yG1
8,14,1.92972893708185,yG1
8,21,-0.498360007093589,yG1
8,24,-1.50783278758171,yG1
8,25,0.828133662354169,yG1
8,27,0.0754979219874393,yG1
8,29,0.0242041675872739,yG1
8,31,-0.252848405368904,yG1
8,35,-0.120023552972087,yG1
9,0,-1.24501222641706,yG1
9,1,6.12588413883345,yG1
9,2,5.1400834641114,yG1
9,3,-0.165917237325056,yG1
9,4,3.57886640306665,yG1
9,5,1.25990602289243,yG1
9,6,0.558058775774094,yG1
9,7,-0.483696114278199,yG1
9,8,-0.0523258320923507,yG1
9,10,-0.584917213682319,yG1
9,21,-0.983438604498261,yG1
9,22,0.632487157198622,yG1
9,23,-0.245520537618165,yG1
9,27,-0.397434517773724,yG1
9,28,-0.647579774557,yG1
9,29,-0.727055843716327,yG1
9,31,0.388552034464525,yG1
9,35,-1.07019357677777,yG1
10,0,-0.326857687914319,yG1
10,1,-0.748457382512645,yG1
10,2,-0.69168811050274,yG1
10,3,0.616788673598055,yG1
10,4,-0.334138272478471,yG1
10,5,-0.384959396265424,yG1
10,6,-0.655297212106894,yG1
10,7,-0.195657739117479,yG1
10,8,-0.135184357058105,yG1
10,14,-0.651777429737551,yG1
10,21,-0.471037559799156,yG1
10,22,-0.377830935425977,yG1
10,23,-0.628727492642053,yG1
10,24,-0.380912830698515,yG1
10,25,-0.264974529020933,yG1
10,26,0.213873074602317,yG1
10,27,0.298442568051441,yG1
10,28,-0.420317230203597,yG1
10,29,-0.409063608545031,yG1
10,31,-0.377550047397031,yG1
10,35,-0.433545024414934,yG1
11,0,-0.289740757136643,yG1
11,2,0.204759072144171,yG1
11,4,1.80282248755297,yG1
11,6,1.15647466079577,yG1
11,7,-0.778656700160612,yG1
11,8,-0.21952200310795,yG1
11,10,0.45691567192211,yG1
11,14,-1.0256127753837,yG1
11,21,-0.858228017673734,yG1
11,22,-0.933967959113048,yG1
11,25,-0.435927415279592,yG1
11,26,-0.601721506723894,yG1
11,27,-0.394469058286113,yG1
11,28,-0.305320944148716,yG1
11,29,-0.428151564380596,yG1
11,35,-0.891809025720829,yG1
12,0,-0.700363724848571,yG1
12,6,1.14267006753834,yG1
12,7,2.27716263899405,yG1
12,8,0.323675226734697,yG1
12,10,0.475751354628679,yG1
12,21,-0.69525658323538,yG1
12,22,-0.42633811232955,yG1
12,23,0.0423776686315395,yG1
12,24,-0.466302886242942,yG1
12,25,-0.116311322764928,yG1
12,26,-0.148126515402012,yG1
12,27,0.388835823375749,yG1
12,28,-0.538047030180212,yG1
12,31,-0.451467058822931,yG1
12,35,-0.71172209487877,yG1
13,0,-0.846329412842839,yG1
13,2,-0.640491499690893,yG1
13,3,-0.604716015045471,yG1
13,4,0.0913949413792011,yG1
13,6,-0.787167206310364,yG1
13,14,-0.281947133307271,yG1
13,21,-0.720231168307734,yG1
13,22,-0.904856218387037,yG1
13,23,0.0518950183825638,yG1
13,24,0.258077316459175,yG1
13,25,0.758191412594957,yG1
13,26,0.792303440157416,yG1
13,27,0.612896373990696,yG1
13,28,0.233927598402138,yG1
13,29,-0.185834265950577,yG1
13,31,-0.192805377309703,yG1
13,35,-0.391886239798346,yG1
14,4,-0.202207978994585,yG1
14,7,-1.0648254341123,yG1
14,21,-0.789551067421586,yG1
14,22,-0.679461302304541,yG1
14,23,-0.649135598952785,yG1
14,24,0.313369975650428,yG1
14,25,-0.0949517185096399,yG1
14,27,0.273679899547097,yG1
14,29,-0.564821176677744,yG1
14,31,-0.769154173656597,yG1
14,35,-0.888656919719297,yG1
15,0,-0.820116115724223,yG1
15,1,-0.82141239673515,yG1
15,2,-0.331290569185069,yG1
15,3,-0.36417029366477,yG1
15,4,-0.212127985571207,yG1
15,5,0.421817288322802,yG1
15,6,0.106005597270202,yG1
15,7,-0.215530841762296,yG1
15,8,0.114382440331893,yG1
15,10,-0.196214831579127,yG1
15,14,-0.453515629202062,yG1
15,21,-0.64492832034578,yG1
15,22,-0.204823378651641,yG1
15,23,8.45086345719505e-05,yG1
15,24,0.491393854793344,yG1
15,25,-0.854115324617532,yG1
15,26,-0.726759477090778,yG1
15,27,0.0274056231459285,yG1
15,28,-0.769924313147744,yG1
15,29,-0.581978098177745,yG1
15,31,-0.996102622747207,yG1
15,35,-0.527122099717468,yG1
1,0,0.387584671524106,yG1
1,1,-0.159247654981084,yG1
1,2,0.470330144025712,yG1
1,3,-0.197179455996446,yG1
1,4,0.35589573187913,yG1
1,6,-0.22952388399128,yG1
1,7,0.30572620385217,yG1
1,8,1.9253955673468,yG1
1,10,2.44173943981428,yG1
1,14,-0.291570323075616,yG1
1,21,-0.860918481336349,yG1
1,22,-0.728904090896191,yG1
1,23,-0.129026454399234,yG1
1,24,0.0310124554402634,yG1
1,25,0.584835637520913,yG1
1,26,0.607372266895351,yG1
1,27,0.205743620041568,yG1
1,28,-0.256897424302948,yG1
1,29,-0.540618182915261,yG1
1,31,-0.747085438569925,yG1
1,35,-0.933209491942323,yG1
2,0,-0.22127369111517,yG1
2,1,0.00664653850105323,yG1
2,2,-0.196223621440773,yG1
2,3,0.213970565263237,yG1
2,4,-0.354307019895677,yG1
2,5,-0.0877552545089008,yG1
2,6,0.346866380995052,yG1
2,7,0.402707431803226,yG1
2,8,-0.230470243566662,yG1
2,10,1.22165705794836,yG1
2,14,-0.0453720612472781,yG1
2,21,-0.637021589715866,yG1
2,22,-0.304884166332098,yG1
2,23,0.228261957777364,yG1
2,25,0.468378614836232,yG1
2,26,0.458067142316465,yG1
2,27,-0.441724629241419,yG1
2,28,0.299481746462402,yG1
2,29,-0.4721540125473,yG1
2,31,-0.154453219166593,yG1
2,35,-0.685397303798289,yG1
3,0,-0.693722271746735,yG1
3,1,4.20387688421606,yG1
3,2,-0.204440852253292,yG1
3,3,-0.492438933260434,yG1
3,4,-0.498175129075212,yG1
3,5,0.0696682789477567,yG1
3,6,-0.443511148425826,yG1
3,7,0.0486846302814269,yG1
3,8,-0.145378127160912,yG1
3,10,-0.330705905912649,yG1
3,21,-0.913423622324275,yG1
3,22,-0.953026203985124,yG1
3,23,-0.754460415119448,yG1
3,24,-0.72522075491275,yG1
3,26,-0.487689538164511,yG1
3,27,-0.581619755188125,yG1
3,28,-0.878807994673777,yG1
3,29,-0.86076966117876,yG1
3,31,-0.788051167263097,yG1
3,35,-1.02023930925616,yG1
4,0,0.0724114650379997,yG1
4,1,-0.57034719335201,yG1
4,2,0.130942249554197,yG1
4,3,2.93193118139319,yG1
4,4,-0.309984539618645,yG1
4,5,0.124120245572475,yG1
4,6,0.0264385753614982,yG1
4,7,0.826525830745784,yG1
4,8,-0.0897482309892464,yG1
4,10,-0.311837348813046,yG1
4,14,0.547528331095629,yG1
4,21,-0.898478438509215,yG1
4,22,-1.25683027055111,yG1
4,23,-0.269150622542422,yG1
4,26,0.321149093273474,yG1
4,27,0.129019694097797,yG1
4,28,0.0505168442104537,yG1
4,29,-0.961651838502941,yG1
4,31,-0.243129087231574,yG1
4,35,-0.604421344906521,yG1
5,0,0.657589412847413,yG1
5,1,0.69103051281146,yG1
5,2,-0.142950896779062,yG1
5,3,0.180944851845073,yG1
5,4,-0.48890954754804,yG1
5,5,0.170765902479738,yG1
5,6,0.565310607498319,yG1
5,7,-0.113960290147277,yG1
5,8,-0.402305549700268,yG1
5,10,-0.172404096525622,yG1
5,14,-0.221089759741683,yG1
5,21,-0.573862674971874,yG1
5,22,-0.7129830066942,yG1
5,23,-0.378789065477027,yG1
5,24,-0.532476662585353,yG1
5,25,-0.609144232584151,yG1
5,26,-0.568981485302934,yG1
5,27,-1.06748994203107,yG1
5,28,-0.467400770738764,yG1
5,29,-0.8432063305958,yG1
5,31,-0.573929469047644,yG1
5,35,-0.588055001891405,yG1
6,0,0.00329563728555955,yG1
6,1,-0.198550781508865,yG1
6,2,-0.0759193596338441,yG1
6,3,0.635848534947657,yG1
6,4,0.126359204484279,yG1
6,5,0.229189307722438,yG1
6,6,-0.230637955781294,yG1
6,7,1.36875235428105,yG1
6,8,1.63428255822469,yG1
6,10,0.129328247513995,yG1
6,14,1.84313987885634,yG1
6,21,-0.463395645748079,yG1
6,22,0.0471510406497402,yG1
6,23,0.501516486664001,yG1
6,24,0.228094763208023,yG1
6,25,0.161239702841282,yG1
6,26,1.72936547245285,yG1
6,27,0.0924792572074067,yG1
6,28,0.169896087384366,yG1
6,29,-0.137753648639134,yG1
6,31,-0.480010285927589,yG1
6,35,-0.605101936821802,yG1
7,0,2.68663718608413,yG2
7,1,-0.784924220254771,yG2
7,2,-0.790302517885087,yG2
7,3,0.121117322642991,yG2
7,4,-0.230347822705856,yG2
7,5,0.152012186233669,yG2
7,6,-0.488352415046294,yG2
7,7,0.410280742877504,yG2
7,8,-0.419429039562725,yG2
7,10,3.58129129327617,yG2
7,14,-0.923273306481899,yG2
7,21,-0.194454496170026,yG2
7,23,0.191050359058139,yG2
7,24,-0.110482745938188,yG2
7,25,-0.0385407489711728,yG2
7,28,-0.188525851577127,yG2
7,29,0.106430584917542,yG2
7,31,-0.576838653802688,yG2
7,35,0.396627478964732,yG2
8,0,1.30690049768877,yG2
8,1,-0.173403757287956,yG2
8,2,0.759046632936952,yG2
8,4,0.607177330841805,yG2
8,5,1.12202847949494,yG2
8,6,2.92767886620185,yG2
8,7,6.00877219635558,yG2
8,10,0.677209471164951,yG2
8,14,1.51810557514322,yG2
8,21,0.424729951064718,yG2
8,24,0.457780844741581,yG2
8,25,2.1008111620511,yG2
8,27,0.698899685129054,yG2
8,29,0.136158126338117,yG2
8,31,0.24461963510544,yG2
8,35,0.491840570865638,yG2
9,0,-1.22386979445872,yG2
9,1,8.59479716510815,yG2
9,2,7.0636724499546,yG2
9,3,0.267010534262685,yG2
9,4,4.60239570228215,yG2
9,5,2.078024754787,yG2
9,6,0.29764517275244,yG2
9,7,-0.0586624422710862,yG2
9,8,-0.627834372359025,yG2
9,10,-0.554934726425474,yG2
9,21,0.0679187888512157,yG2
9,22,1.47424407983651,yG2
9,23,1.10116595747189,yG2
9,27,0.19669323296551,yG2
9,28,0.0292720395259114,yG2
9,29,-0.296642306061175,yG2
9,31,1.45210732280583,yG2
9,35,-0.193776780219056,yG2
10,0,-0.453379310971236,yG2
10,1,-2.42570060996563,yG2
10,2,-0.790085462533688,yG2
10,3,0.15764104526795,yG2
10,4,-1.30749695367867,yG2
10,5,-0.598478054818875,yG2
10,6,-0.694589225501956,yG2
10,7,-2.04578040070179,yG2
10,8,-0.105462087017432,yG2
10,14,-0.0506517512930142,yG2
10,21,-0.0379970109456172,yG2
10,22,-0.083690168006731,yG2
10,23,-0.338832460833837,yG2
10,24,0.333891562578497,yG2
10,25,0.180203579493942,yG2
10,26,0.269145501273345,yG2
10,27,0.282864815774422,yG2
10,28,0.336742903400284,yG2
10,29,0.0328440884665163,yG2
10,31,0.629961835137783,yG2
10,35,0.128241699208589,yG2
11,0,-0.106372242283638,yG2
11,2,0.609482354108875,yG2
11,4,1.2918877326863,yG2
11,6,1.4502687302697,yG2
11,7,-0.369358932352554,yG2
11,8,0.180941591729694,yG2
11,10,0.996316582662576,yG2
11,14,-0.653437412722777,yG2
11,21,-0.136348942246988,yG2
11,22,-0.52720800877551,yG2
11,25,-0.431457381289393,yG2
11,26,-0.458689642204527,yG2
11,27,-0.641434432497517,yG2
11,28,-0.562442804495368,yG2
11,29,-0.187436317990933,yG2
11,35,-0.144651170610337,yG2
12,0,-0.867078360204158,yG2
12,6,1.00666911370215,yG2
12,7,1.65889199091902,yG2
12,8,0.141083544907773,yG2
12,10,0.116846707251744,yG2
12,21,-0.199571351561923,yG2
12,22,0.748183077710241,yG2
12,23,0.068799582128413,yG2
12,24,-0.167818723804894,yG2
12,25,0.249949222999483,yG2
12,26,-0.49550306402765,yG2
12,27,0.297196532946465,yG2
12,28,-0.255660746124929,yG2
12,31,-0.383024658443564,yG2
12,35,-0.130624794004069,yG2
13,0,-0.952124506889991,yG2
13,2,-0.408486985843751,yG2
13,3,-0.68909547477573,yG2
13,4,-2.32028621504215,yG2
13,6,-1.99440280633383,yG2
13,14,-0.00428582002372951,yG2
13,21,0.017600943244935,yG2
13,22,0.343810521008602,yG2
13,23,0.241266645295205,yG2
13,24,0.440377976491108,yG2
13,25,0.50535105265146,yG2
13,26,0.397192386100509,yG2
13,27,0.458537546032571,yG2
13,28,0.269656477864896,yG2
13,29,0.625492306690804,yG2
13,31,0.37577039579913,yG2
13,35,0.575140445802353,yG2
14,4,-1.61504439931087,yG2
14,7,-1.45927757747716,yG2
14,21,0.238509670048427,yG2
14,22,0.693589756255229,yG2
14,23,0.106007737813663,yG2
14,24,-0.109772728719767,yG2
14,25,0.0875538663270519,yG2
14,27,-0.0114628630104541,yG2
14,29,-0.408187853507817,yG2
14,31,-0.0252052418969283,yG2
14,35,-0.279236697631089,yG2
15,0,-0.334222753980247,yG2
15,1,-0.384563506050651,yG2
15,2,-0.342918100843384,yG2
15,3,0.127029393381056,yG2
15,4,-0.0691504046273003,yG2
